    ,0
544 ,Vampire in Brooklyn (1995) Comedy Romance
545 ,Broken Arrow (1996) Action Thriller
546 ,Young Poisoner's Handbook                                                             ,The (1995) Crime
547 ,NeverEnding Story III                                                                 ,The (1994) Children's Fantasy
548 ,Rob Roy (1995) Drama Romance War
549 ,Die Hard: With a Vengeance (1995) Action Thriller
550 ,Lord of Illusions (1995) Horror
551 ,Species (1995) Sci-Fi
552 ,Walk in the Clouds                                                                    ,A (1995) Drama Romance
553 ,Waterworld (1995) Action Adventure
554 ,White Man's Burden (1995) Drama
555 ,Wild Bill (1995) Western
556 ,Farinelli: il castrato (1994) Drama Musical
557 ,Heavenly Creatures (1994) Drama Fantasy Thriller
558 ,Interview with the Vampire (1994) Drama Horror
559 ,Kid in King Arthur's Court                                                            ,A (1995) Adventure Children's Comedy Fantasy Romance Sci-Fi
560 ,Mary Shelley's Frankenstein (1994) Drama Horror
561 ,Quick and the Dead                                                                    ,The (1995) Action Adventure Western
562 ,Stephen King's The Langoliers (1995) Horror
563 ,Tales from the Hood (1995) Comedy Horror
564 ,Village of the Damned (1995) Horror Thriller
565 ,Clear and Present Danger (1994) Action Adventure Thriller
566 ,Wes Craven's New Nightmare (1994) Horror
567 ,Speed (1994) Action Romance Thriller
568 ,Wolf (1994) Drama Horror
569 ,Wyatt Earp (1994) Western
570 ,Another Stakeout (1993) Comedy Thriller
571 ,Blown Away (1994) Action Thriller
572 ,Body Snatchers (1993) Horror Sci-Fi Thriller
573 ,Boxing Helena (1993) Mystery Romance Thriller
574 ,City Slickers II: The Legend of Curly's Gold (1994) Comedy Western
575 ,Cliffhanger (1993) Action Adventure Crime
576 ,Coneheads (1993) Comedy Sci-Fi
577 ,Demolition Man (1993) Action Sci-Fi
578 ,Fatal Instinct (1993) Comedy
579 ,Englishman Who Went Up a Hill                                                         ,But Came Down a Mountain                                            ,The (1995) Comedy Romance
580 ,Kalifornia (1993) Drama Thriller
581 ,Piano                                                                                 ,The (1993) Drama Romance
582 ,Romeo Is Bleeding (1993) Crime Thriller
583 ,Secret Garden                                                                         ,The (1993) Children's Drama
584 ,Son in Law (1993) Comedy
585 ,Terminal Velocity (1994) Action
586 ,Hour of the Pig                                                                       ,The (1993) Drama Mystery
587 ,Beauty and the Beast (1991) Animation Children's Musical
588 ,Wild Bunch                                                                            ,The (1969) Western
589 ,Hellraiser: Bloodline (1996) Action Horror Sci-Fi
590 ,Primal Fear (1996) Drama Thriller
591 ,True Crime (1995) Mystery Thriller
592 ,Stalingrad (1993) War
593 ,Heavy (1995) Drama Romance
594 ,Fan                                                                                   ,The (1996) Thriller
595 ,Hunchback of Notre Dame                                                               ,The (1996) Animation Children's Musical
596 ,Eraser (1996) Action Thriller
597 ,Big Squeeze                                                                           ,The (1996) Comedy Drama
598 ,Police Story 4: Project S (Chao ji ji hua) (1993) Action
599 ,Daniel Defoe's Robinson Crusoe (1996) Children's
600 ,For Whom the Bell Tolls (1943) Adventure War
601 ,American in Paris                                                                     ,An (1951) Musical Romance
602 ,Rear Window (1954) Mystery Thriller
603 ,It Happened One Night (1934) Comedy
604 ,Meet Me in St. Louis (1944) Musical
605 ,All About Eve (1950) Drama
606 ,Rebecca (1940) Romance Thriller
607 ,Spellbound (1945) Mystery Romance Thriller
608 ,Father of the Bride (1950) Comedy
609 ,Gigi (1958) Musical
610 ,Laura (1944) Crime Film-Noir Mystery
611 ,Lost Horizon (1937) Drama
612 ,My Man Godfrey (1936) Comedy
613 ,Giant (1956) Drama
614 ,39 Steps                                                                              ,The (1935) Thriller
615 ,Night of the Living Dead (1968) Horror Sci-Fi
616 ,Blue Angel                                                                            ,The (Blaue Engel                                                    ,Der) (1930) Drama
617 ,Picnic (1955) Drama
618 ,Extreme Measures (1996) Drama Thriller
619 ,Chamber                                                                               ,The (1996) Drama
620 ,Davy Crockett                                                                         ,King of the Wild Frontier (1955) Western
621 ,Swiss Family Robinson (1960) Adventure Children's
622 ,Angels in the Outfield (1994) Children's Comedy
623 ,Three Caballeros                                                                      ,The (1945) Animation Children's Musical
624 ,Sword in the Stone                                                                    ,The (1963) Animation Children's
625 ,So Dear to My Heart (1949) Children's Drama
626 ,Robin Hood: Prince of Thieves (1991) Drama
627 ,Sleepers (1996) Crime Drama
628 ,Victor/Victoria (1982) Comedy Musical
629 ,Great Race                                                                            ,The (1965) Comedy Musical
630 ,Crying Game                                                                           ,The (1992) Action Drama Romance War
631 ,Sophie's Choice (1982) Drama
632 ,Christmas Carol                                                                       ,A (1938) Drama
633 ,Microcosmos: Le peuple de l'herbe (1996) Documentary
634 ,Fog                                                                                   ,The (1980) Horror
635 ,Escape from New York (1981) Action Adventure Sci-Fi Thriller
636 ,Howling                                                                               ,The (1981) Comedy Horror
637 ,Return of Martin Guerre                                                               ,The (Retour de Martin Guerre                                        ,Le) (1982) Drama
638 ,Tin Drum                                                                              ,The (Blechtrommel                                                   ,Die) (1979) Drama
639 ,Cook the Thief His Wife & Her Lover                                                   ,The (1989) Drama
640 ,Paths of Glory (1957) Drama War
641 ,Grifters                                                                              ,The (1990) Crime Drama Film-Noir
642 ,The Innocent (1994) Drama Romance
643 ,Thin Blue Line                                                                        ,The (1988) Documentary
644 ,Paris Is Burning (1990) Documentary
645 ,Once Upon a Time in the West (1969) Western
646 ,Ran (1985) Drama War
647 ,Quiet Man                                                                             ,The (1952) Comedy Romance
648 ,Once Upon a Time in America (1984) Crime Drama Thriller
649 ,Seventh Seal                                                                          ,The (Sjunde inseglet                                                ,Det) (1957) Drama
650 ,Glory (1989) Action Drama War
651 ,Rosencrantz and Guildenstern Are Dead (1990) Comedy Drama
652 ,Touch of Evil (1958) Crime Film-Noir Thriller
653 ,Chinatown (1974) Film-Noir Mystery Thriller
654 ,Stand by Me (1986) Adventure Comedy Drama
655 ,M (1931) Crime Film-Noir Thriller
656 ,Manchurian Candidate                                                                  ,The (1962) Film-Noir Thriller
657 ,Pump Up the Volume (1990) Drama
658 ,Arsenic and Old Lace (1944) Comedy Mystery Thriller
659 ,Fried Green Tomatoes (1991) Drama
660 ,High Noon (1952) Western
661 ,Somewhere in Time (1980) Drama Romance
662 ,Being There (1979) Comedy
663 ,Paris                                                                                 ,Texas (1984) Drama
664 ,Alien 3 (1992) Action Horror Sci-Fi Thriller
665 ,Blood For Dracula (Andy Warhol's Dracula) (1974) Horror
666 ,Audrey Rose (1977) Horror
667 ,Blood Beach (1981) Action Horror
668 ,Body Parts (1991) Horror
669 ,Body Snatchers (1993) Horror Sci-Fi Thriller
670 ,Bride of Frankenstein (1935) Horror
671 ,Candyman (1992) Horror
672 ,Cape Fear (1962) Film-Noir Thriller
673 ,Cat People (1982) Horror
674 ,Nosferatu (Nosferatu                                                                  ,eine Symphonie des Grauens) (1922) Horror
675 ,Crucible                                                                              ,The (1996) Drama
676 ,Fire on the Mountain (1996) Documentary
677 ,Volcano (1997) Drama Thriller
678 ,Conan the Barbarian (1981) Action Adventure
679 ,Kull the Conqueror (1997) Action Adventure
680 ,Wishmaster (1997) Horror
681 ,I Know What You Did Last Summer (1997) Horror Mystery Thriller
682 ,Rocket Man (1997) Comedy
683 ,In the Line of Fire (1993) Action Thriller
684 ,Executive Decision (1996) Action Thriller
685 ,Perfect World                                                                         ,A (1993) Action Drama
686 ,McHale's Navy (1997) Comedy War
687 ,Leave It to Beaver (1997) Comedy
688 ,Jackal                                                                                ,The (1997) Action Thriller
689 ,Seven Years in Tibet (1997) Drama War
690 ,Dark City (1998) Film-Noir Sci-Fi Thriller
691 ,American President                                                                    ,The (1995) Comedy Drama Romance
692 ,Casino (1995) Drama
693 ,Persuasion (1995) Romance
694 ,Kicking and Screaming (1995) Comedy Drama
695 ,City Hall (1996) Drama Thriller
696 ,Basketball Diaries                                                                    ,The (1995) Drama
697 ,Browning Version                                                                      ,The (1994) Drama
698 ,Little Women (1994) Drama
699 ,Miami Rhapsody (1995) Comedy
700 ,Wonderful                                                                             ,Horrible Life of Leni Riefenstahl                                   ,The (1993) Documentary
701 ,Barcelona (1994) Comedy Romance
702 ,Widows' Peak (1994) Drama
703 ,House of the Spirits                                                                  ,The (1993) Drama Romance
704 ,Singin' in the Rain (1952) Musical Romance
705 ,Bad Moon (1996) Horror
706 ,Enchanted April (1991) Drama
707 ,Sex                                                                                   ,Lies                                                                ,and Videotape (1989) Drama
708 ,Strictly Ballroom (1992) Comedy Romance
709 ,Better Off Dead... (1985) Comedy
710 ,Substance of Fire                                                                     ,The (1996) Drama
711 ,Tin Men (1987) Comedy Drama
712 ,Othello (1995) Drama
713 ,Carrington (1995) Drama Romance
714 ,To Die For (1995) Comedy Drama
715 ,Home for the Holidays (1995) Drama Romance
716 ,Juror                                                                                 ,The (1996) Drama Thriller
717 ,In the Bleak Midwinter (1995) Comedy
718 ,Canadian Bacon (1994) Comedy War
719 ,First Knight (1995) Action Adventure Drama Romance
720 ,Mallrats (1995) Comedy
721 ,Nine Months (1995) Comedy
722 ,Boys on the Side (1995) Comedy Drama
723 ,Circle of Friends (1995) Drama Romance
724 ,Exit to Eden (1994) Comedy
725 ,Fluke (1995) Children's Drama
726 ,Immortal Beloved (1994) Drama Romance
727 ,Junior (1994) Comedy Sci-Fi
728 ,Nell (1994) Drama
729 ,Queen Margot (Reine Margot                                                            ,La) (1994) Drama Romance
730 ,Corrina                                                                               ,Corrina (1994) Comedy Drama Romance
731 ,Dave (1993) Comedy Romance
732 ,Go Fish (1994) Drama Romance
733 ,Made in America (1993) Comedy
734 ,Philadelphia (1993) Drama
735 ,Shadowlands (1993) Drama Romance
736 ,Sirens (1994) Comedy Drama
737 ,Threesome (1994) Comedy Romance
738 ,Pretty Woman (1990) Comedy Romance
739 ,Jane Eyre (1996) Drama Romance
740 ,Last Supper                                                                           ,The (1995) Drama Thriller
741 ,Ransom (1996) Drama Thriller
742 ,Crow: City of Angels                                                                  ,The (1996) Action Thriller
743 ,Michael Collins (1996) Drama War
744 ,Ruling Class                                                                          ,The (1972) Comedy
745 ,Real Genius (1985) Comedy
746 ,Benny & Joon (1993) Comedy Romance
747 ,Saint                                                                                 ,The (1997) Action Romance Thriller
748 ,MatchMaker                                                                            ,The (1997) Comedy Romance
749 ,Amistad (1997) Drama
750 ,Tomorrow Never Dies (1997) Action Romance Thriller
751 ,Replacement Killers                                                                   ,The (1998) Action Thriller
752 ,Burnt By the Sun (1994) Drama
753 ,Red Corner (1997) Crime Thriller
754 ,Jumanji (1995) Action Adventure Children's Fantasy Sci-Fi
755 ,Father of the Bride Part II (1995) Comedy
756 ,Across the Sea of Time (1995) Documentary
757 ,Lawnmower Man 2: Beyond Cyberspace (1996) Sci-Fi Thriller
758 ,Fair Game (1995) Action
759 ,Screamers (1995) Sci-Fi
760 ,Nick of Time (1995) Action Thriller
761 ,Beautiful Girls (1996) Drama
762 ,Happy Gilmore (1996) Comedy
763 ,If Lucy Fell (1996) Comedy Romance
764 ,Boomerang (1992) Comedy Romance
765 ,Man of the Year (1995) Documentary
766 ,Addiction                                                                             ,The (1995) Horror
767 ,Casper (1995) Adventure Children's
768 ,Congo (1995) Action Adventure Mystery Sci-Fi
769 ,Devil in a Blue Dress (1995) Crime Film-Noir Mystery Thriller
770 ,Johnny Mnemonic (1995) Action Sci-Fi Thriller
771 ,Kids (1995) Drama
772 ,Mute Witness (1994) Thriller
773 ,Prophecy                                                                              ,The (1995) Horror
774 ,Something to Talk About (1995) Comedy Drama Romance
775 ,Three Wishes (1995) Drama
776 ,Castle Freak (1995) Horror
777 ,Don Juan DeMarco (1995) Comedy Drama Romance
778 ,Drop Zone (1994) Action
779 ,Dumb & Dumber (1994) Comedy
780 ,French Kiss (1995) Comedy Romance
781 ,Little Odessa (1994) Drama
782 ,Milk Money (1994) Comedy Romance
783 ,Beyond Bedlam (1993) Drama Horror
784 ,Only You (1994) Comedy Romance
785 ,Perez Family                                                                          ,The (1995) Comedy Romance
786 ,Roommates (1995) Comedy Drama
787 ,Relative Fear (1994) Horror Thriller
788 ,Swimming with Sharks (1995) Comedy Drama
789 ,Tommy Boy (1995) Comedy
790 ,Baby-Sitters Club                                                                     ,The (1995) Children's
791 ,Bullets Over Broadway (1994) Comedy
792 ,Crooklyn (1994) Comedy
793 ,It Could Happen to You (1994) Drama Romance
794 ,Richie Rich (1994) Children's Comedy
795 ,Speechless (1994) Comedy Romance
796 ,Timecop (1994) Action Sci-Fi
797 ,Bad Company (1995) Action
798 ,Boys Life (1995) Drama
799 ,In the Mouth of Madness (1995) Horror Thriller
800 ,Air Up There                                                                          ,The (1994) Comedy
801 ,Hard Target (1993) Action Adventure Crime Thriller
802 ,Heaven & Earth (1993) Action Drama War
803 ,Jimmy Hollywood (1994) Comedy
804 ,Manhattan Murder Mystery (1993) Comedy Mystery
805 ,Menace II Society (1993) Action Crime Drama
806 ,Poetic Justice (1993) Drama
807 ,Program                                                                               ,The (1993) Action Drama
808 ,Rising Sun (1993) Action Drama Mystery
809 ,Shadow                                                                                ,The (1994) Action
810 ,Thirty-Two Short Films About Glenn Gould (1993) Documentary
811 ,Andre (1994) Adventure Children's
812 ,Celluloid Closet                                                                      ,The (1995) Documentary
813 ,Great Day in Harlem                                                                   ,A (1994) Documentary
814 ,One Fine Day (1996) Drama Romance
815 ,Candyman: Farewell to the Flesh (1995) Horror
816 ,Frisk (1995) Drama
817 ,Girl 6 (1996) Comedy
818 ,Eddie (1996) Comedy
819 ,Space Jam (1996) Adventure Animation Children's Comedy Fantasy
820 ,Mrs. Winterbourne (1996) Comedy Romance
821 ,Faces (1968) Drama
822 ,Mulholland Falls (1996) Crime Film-Noir Thriller
823 ,Great White Hype                                                                      ,The (1996) Comedy
824 ,Arrival                                                                               ,The (1996) Action Sci-Fi Thriller
825 ,Phantom                                                                               ,The (1996) Adventure
826 ,Daylight (1996) Action Adventure Thriller
827 ,Alaska (1996) Adventure Children's
828 ,Fled (1996) Action Adventure
829 ,Power 98 (1995) Action Mystery Thriller
830 ,Escape from L.A. (1996) Action Adventure Sci-Fi Thriller
831 ,Bogus (1996) Children's Drama Fantasy
832 ,Bulletproof (1996) Action
833 ,Halloween: The Curse of Michael Myers (1995) Horror Thriller
834 ,Gay Divorcee                                                                          ,The (1934) Comedy Musical Romance
835 ,Ninotchka (1939) Comedy Romance
836 ,Meet John Doe (1941) Drama
837 ,In the Line of Duty 2 (1987) Action
838 ,Loch Ness (1995) Horror Thriller
839 ,Last Man Standing (1996) Action Drama Western
840 ,Glimmer Man                                                                           ,The (1996) Action Thriller
841 ,Pollyanna (1960) Children's Comedy Drama
842 ,Shaggy Dog                                                                            ,The (1959) Children's Comedy
843 ,Freeway (1996) Crime
844 ,That Thing You Do! (1996) Comedy
845 ,To Gillian on Her 37th Birthday (1996) Drama Romance
846 ,Looking for Richard (1996) Documentary Drama
847 ,Murder                                                                                ,My Sweet (1944) Film-Noir Thriller
848 ,Days of Thunder (1990) Action Romance
849 ,Perfect Candidate                                                                     ,A (1996) Documentary
850 ,Two or Three Things I Know About Her (1966) Drama
851 ,Bloody Child                                                                          ,The (1996) Drama Thriller
852 ,Braindead (1992) Comedy Horror
853 ,Bad Taste (1987) Comedy Horror
854 ,Diva (1981) Action Drama Mystery Romance Thriller
855 ,Night on Earth (1991) Comedy Drama
856 ,Paris Was a Woman (1995) Documentary
857 ,Amityville: Dollhouse (1996) Horror
858 ,April Fool's Day (1986) Comedy Horror
859 ,Believers                                                                             ,The (1987) Horror Thriller
860 ,Nosferatu a Venezia (1986) Horror
861 ,Jingle All the Way (1996) Adventure Children's Comedy
862 ,Garden of Finzi-Contini                                                               ,The (Giardino dei Finzi-Contini                                     ,Il) (1970) Drama
863 ,My Fellow Americans (1996) Comedy
864 ,Ice Storm                                                                             ,The (1997) Drama
865 ,Michael (1996) Comedy Romance
866 ,Whole Wide World                                                                      ,The (1996) Drama
867 ,Hearts and Minds (1996) Drama
868 ,Fools Rush In (1997) Comedy Romance
869 ,Touch (1997) Romance
870 ,Vegas Vacation (1997) Comedy
871 ,Love Jones (1997) Romance
872 ,Picture Perfect (1997) Comedy Romance
873 ,Career Girls (1997) Drama
874 ,She's So Lovely (1997) Drama Romance
875 ,Money Talks (1997) Action Comedy
876 ,Excess Baggage (1997) Adventure Romance
877 ,That Darn Cat! (1997) Children's Comedy Mystery
878 ,Peacemaker                                                                            ,The (1997) Action Thriller War
879 ,Soul Food (1997) Drama
880 ,Money Talks (1997) Action Comedy
881 ,Washington Square (1997) Drama
882 ,Telling Lies in America (1997) Drama
883 ,Year of the Horse (1997) Documentary
884 ,Phantoms (1998) Horror
885 ,Life Less Ordinary                                                                    ,A (1997) Romance Thriller
886 ,Eve's Bayou (1997) Drama
887 ,One Night Stand (1997) Drama
888 ,Tango Lesson                                                                          ,The (1997) Romance
889 ,Mortal Kombat: Annihilation (1997) Action Adventure
890 ,Bent (1997) Drama War
891 ,Flubber (1997) Children's Comedy Fantasy
892 ,For Richer or Poorer (1997) Comedy
893 ,Home Alone 3 (1997) Children's Comedy
894 ,Scream 2 (1997) Horror Thriller
895 ,Sweet Hereafter                                                                       ,The (1997) Drama
896 ,Time Tracers (1995) Action Adventure Sci-Fi
897 ,Postman                                                                               ,The (1997) Drama
898 ,Winter Guest                                                                          ,The (1997) Drama
899 ,Kundun (1997) Drama
900 ,Mr. Magoo (1997) Comedy
901 ,Big Lebowski                                                                          ,The (1998) Comedy Crime Mystery Thriller
902 ,Afterglow (1997) Drama Romance
903 ,Ma vie en rose (My Life in Pink) (1997) Comedy Drama
904 ,Great Expectations (1998) Drama Romance
905 ,Oscar & Lucinda (1997) Drama Romance
906 ,Vermin (1998) Comedy
907 ,Half Baked (1998) Comedy
908 ,Dangerous Beauty (1998) Drama
909 ,Nil By Mouth (1997) Drama
910 ,Twilight (1998) Crime Drama
911 ,U.S. Marshalls (1998) Action Thriller
912 ,Love and Death on Long Island (1997) Comedy
913 ,Wild Things (1998) Crime Drama Mystery Thriller
914 ,Primary Colors (1998) Drama
915 ,Lost in Space (1998) Action Sci-Fi Thriller
916 ,Mercury Rising (1998) Action Drama Thriller
917 ,City of Angels (1998) Romance
918 ,City of Lost Children                                                                 ,The (1995) Adventure Sci-Fi
919 ,Two Bits (1995) Drama
920 ,Farewell My Concubine (1993) Drama Romance
921 ,Dead Man (1995) Western
922 ,Raise the Red Lantern (1991) Drama
923 ,White Squall (1996) Adventure Drama
924 ,Unforgettable (1996) Sci-Fi Thriller
925 ,Down Periscope (1996) Comedy
926 ,Flower of My Secret                                                                   ,The (Flor de mi secreto                                             ,La) (1995) Drama
927 ,Craft                                                                                 ,The (1996) Drama Horror
928 ,Harriet the Spy (1996) Children's Comedy
929 ,Chain Reaction (1996) Action Adventure Thriller
930 ,Island of Dr. Moreau                                                                  ,The (1996) Sci-Fi Thriller
931 ,First Kid (1996) Children's Comedy
932 ,Funeral                                                                               ,The (1996) Drama
933 ,Preacher's Wife                                                                       ,The (1996) Drama
934 ,Paradise Road (1997) Drama War
935 ,Brassed Off (1996) Comedy Drama Romance
936 ,Thousand Acres                                                                        ,A (1997) Drama
937 ,Smile Like Yours                                                                      ,A (1997) Comedy Romance
938 ,Murder in the First (1995) Drama Thriller
939 ,Airheads (1994) Comedy
940 ,With Honors (1994) Comedy Drama
941 ,What's Love Got to Do with It (1993) Drama
942 ,Killing Zoe (1994) Thriller
943 ,Renaissance Man (1994) Comedy Drama War
944 ,Charade (1963) Comedy Mystery Romance Thriller
945 ,Fox and the Hound                                                                     ,The (1981) Animation Children's
946 ,Big Blue                                                                              ,The (Grand bleu                                                     ,Le) (1988) Adventure Romance
947 ,Booty Call (1997) Comedy Romance
948 ,How to Make an American Quilt (1995) Drama Romance
949 ,Georgia (1995) Drama
950 ,Indian in the Cupboard                                                                ,The (1995) Adventure Children's Fantasy
951 ,Blue in the Face (1995) Comedy
952 ,Unstrung Heroes (1995) Comedy Drama
953 ,Unzipped (1995) Documentary
954 ,Before Sunrise (1995) Drama Romance
955 ,Nobody's Fool (1994) Drama
956 ,Pushing Hands (1992) Comedy
957 ,To Live (Huozhe) (1994) Drama
958 ,Dazed and Confused (1993) Comedy
959 ,Naked (1993) Drama
960 ,Orlando (1993) Drama
961 ,Ruby in Paradise (1993) Drama
962 ,Some Folks Call It a Sling Blade (1993) Drama Thriller
963 ,Month by the Lake                                                                     ,A (1995) Comedy Drama
964 ,Funny Face (1957) Comedy Musical
965 ,Affair to Remember                                                                    ,An (1957) Romance
966 ,Little Lord Fauntleroy (1936) Drama
967 ,Inspector General                                                                     ,The (1949) Musical
968 ,Winnie the Pooh and the Blustery Day (1968) Animation Children's
969 ,Hear My Song (1991) Comedy
970 ,Mediterraneo (1991) Comedy War
971 ,Passion Fish (1992) Drama
972 ,Grateful Dead (1995) Documentary
973 ,Eye for an Eye (1996) Drama Thriller
974 ,Fear (1996) Thriller
975 ,Solo (1996) Action Sci-Fi Thriller
976 ,Substitute                                                                            ,The (1996) Action
977 ,Heaven's Prisoners (1996) Mystery Thriller
978 ,Trigger Effect                                                                        ,The (1996) Drama Thriller
979 ,Mother Night (1996) Drama
980 ,Dangerous Ground (1997) Drama
981 ,Maximum Risk (1996) Action Adventure Thriller
982 ,Rich Man's Wife                                                                       ,The (1996) Thriller
983 ,Shadow Conspiracy (1997) Thriller
984 ,Blood & Wine (1997) Drama
985 ,Turbulence (1997) Thriller
986 ,Underworld (1997) Thriller
987 ,Beautician and the Beast                                                              ,The (1997) Comedy Romance
988 ,Cats Don't Dance (1997) Animation Children's Musical
989 ,Anna Karenina (1997) Drama Romance
990 ,Keys to Tulsa (1997) Crime
991 ,Head Above Water (1996) Comedy Thriller
992 ,Hercules (1997) Adventure Animation Children's Comedy Musical
993 ,Last Time I Committed Suicide                                                         ,The (1997) Drama
994 ,Kiss Me                                                                               ,Guido (1997) Comedy
995 ,Big Green                                                                             ,The (1995) Children's Comedy
996 ,Stuart Saves His Family (1995) Comedy
997 ,Cabin Boy (1994) Comedy
998 ,Clean Slate (1994) Comedy
999 ,Lightning Jack (1994) Comedy Western
1000,Stupids                                                                               ,The (1996) Comedy
1001,Pest                                                                                  ,The (1997) Comedy
1002,That Darn Cat! (1997) Children's Comedy Mystery
1003,Geronimo: An American Legend (1993) Drama Western
1004,Double vie de V ronique                                                               ,La (Double Life of Veronique                                        ,The) (1991) Drama
1005,Until the End of the World (Bis ans Ende der Welt) (1991) Drama Sci-Fi
1006,Waiting for Guffman (1996) Comedy
1007,I Shot Andy Warhol (1996) Drama
1008,Stealing Beauty (1996) Drama
1009,Basquiat (1996) Drama
1010,2 Days in the Valley (1996) Crime
1011,Private Parts (1997) Comedy Drama
1012,Anaconda (1997) Action Adventure Thriller
1013,Romy and Michele's High School Reunion (1997) Comedy
1014,Shiloh (1997) Children's Drama
1015,Con Air (1997) Action Adventure Thriller
1016,Trees Lounge (1996) Drama
1017,Tie Me Up! Tie Me Down! (1990) Drama
1018,Die xue shuang xiong (Killer                                                          ,The) (1989) Action Thriller
1019,Gaslight (1944) Mystery Thriller
1020,8 1/2 (1963) Drama
1021,Fast                                                                                  ,Cheap & Out of Control (1997) Documentary
1022,Fathers' Day (1997) Comedy
1023,Mrs. Dalloway (1997) Romance
1024,Fire Down Below (1997) Action Drama Thriller
1025,Lay of the Land                                                                       ,The (1997) Comedy Drama
1026,Shooter                                                                               ,The (1995) Action
1027,Grumpier Old Men (1995) Comedy Romance
1028,Jury Duty (1995) Comedy
1029,Beverly Hillbillies                                                                   ,The (1993) Comedy
1030,Lassie (1994) Adventure Children's
1031,Little Big League (1994) Children's Comedy
1032,Homeward Bound II: Lost in San Francisco (1996) Adventure Children's
1033,Quest                                                                                 ,The (1996) Action Adventure
1034,Cool Runnings (1993) Comedy
1035,Drop Dead Fred (1991) Comedy Fantasy
1036,Grease 2 (1982) Comedy Musical Romance
1037,Switchback (1997) Thriller
1038,Hamlet (1996) Drama
1039,Two if by Sea (1996) Comedy Romance
1040,Forget Paris (1995) Comedy Romance
1041,Just Cause (1995) Mystery Thriller
1042,Rent-a-Kid (1995) Comedy
1043,Paper                                                                                 ,The (1994) Comedy Drama
1044,Fearless (1993) Drama
1045,Malice (1993) Thriller
1046,Multiplicity (1996) Comedy
1047,She's the One (1996) Comedy Romance
1048,House Arrest (1996) Comedy
1049,Ghost and Mrs. Muir                                                                   ,The (1947) Drama Romance
1050,Associate                                                                             ,The (1996) Comedy
1051,Dracula: Dead and Loving It (1995) Comedy Horror
1052,Now and Then (1995) Drama
1053,Mr. Wrong (1996) Comedy
1054,Simple Twist of Fate                                                                  ,A (1994) Drama
1055,Cronos (1992) Horror
1056,Pallbearer                                                                            ,The (1996) Comedy
1057,War                                                                                   ,The (1994) Adventure Drama
1058,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996) Comedy
1059,Adventures of Pinocchio                                                               ,The (1996) Adventure Children's
1060,Evening Star                                                                          ,The (1996) Comedy Drama
1061,Four Days in September (1997) Drama
1062,Little Princess                                                                       ,A (1995) Children's Drama
1063,Crossfire (1947) Crime Film-Noir
1064,Koyaanisqatsi (1983) Documentary War
1065,Balto (1995) Animation Children's
1066,Bottle Rocket (1996) Comedy
1067,Star Maker                                                                            ,The (Uomo delle stelle                                              ,L') (1995) Drama
1068,Amateur (1994) Crime Drama Thriller
1069,Living in Oblivion (1995) Comedy
1070,Party Girl (1995) Comedy
1071,Pyromaniac's Love Story                                                               ,A (1995) Comedy Romance
1072,Shallow Grave (1994) Thriller
1073,Reality Bites (1994) Comedy Drama
1074,Man of No Importance                                                                  ,A (1994) Drama
1075,Pagemaster                                                                            ,The (1994) Action Adventure Animation Children's Fantasy
1076,Love and a .45 (1994) Thriller
1077,Oliver & Company (1988) Animation Children's
1078,Joe's Apartment (1996) Comedy Musical
1079,Celestial Clockwork (1994) Comedy
1080,Curdled (1996) Crime
1081,Female Perversions (1996) Drama
1082,Albino Alligator (1996) Crime Thriller
1083,Anne Frank Remembered (1995) Documentary
1084,Carried Away (1996) Drama Romance
1085,It's My Party (1995) Drama
1086,Bloodsport 2 (1995) Action
1087,Double Team (1997) Action
1088,Speed 2: Cruise Control (1997) Action Romance Thriller
1089,Sliver (1993) Thriller
1090,Pete's Dragon (1977) Adventure Animation Children's Musical
1091,Dear God (1996) Comedy
1092,Live Nude Girls (1995) Comedy
1093,Thin Line Between Love and Hate                                                       ,A (1996) Comedy
1094,High School High (1996) Comedy
1095,Commandments (1997) Romance
1096,Hate (Haine                                                                           ,La) (1995) Drama
1097,Flirting With Disaster (1996) Comedy
1098,Red Firecracker                                                                       ,Green Firecracker (1994) Drama
1099,What Happened Was... (1994) Comedy Drama Romance
1100,Six Degrees of Separation (1993) Drama Mystery
1101,Two Much (1996) Comedy Romance
1102,Trust (1990) Comedy Drama
1103,C'est arriv pr s de chez vous (1992) Comedy Crime Drama
1104,Firestorm (1998) Action Adventure Thriller
1105,Newton Boys                                                                           ,The (1998) Crime Drama
1106,Beyond Rangoon (1995) Drama
1107,Feast of July (1995) Drama
1108,Death and the Maiden (1994) Drama Thriller
1109,Tank Girl (1995) Action Comedy Musical Sci-Fi
1110,Double Happiness (1994) Drama
1111,Cobb (1994) Drama
1112,Mrs. Parker and the Vicious Circle (1994) Drama
1113,Faithful (1996) Comedy
1114,Twelfth Night (1996) Comedy Drama Romance
1115,Mark of Zorro                                                                         ,The (1940) Adventure
1116,Surviving Picasso (1996) Drama
1117,Up in Smoke (1978) Comedy
1118,Some Kind of Wonderful (1987) Drama Romance
1119,I'm Not Rappaport (1996) Comedy
1120,Umbrellas of Cherbourg                                                                ,The (Parapluies de Cherbourg                                        ,Les) (1964) Drama Musical
1121,They Made Me a Criminal (1939) Crime Drama
1122,Last Time I Saw Paris                                                                 ,The (1954) Drama
1123,Farewell to Arms                                                                      ,A (1932) Romance War
