,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
16941,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
16945,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16946,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16947,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16948,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16949,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16950,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
16952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16954,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16955,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
16956,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16957,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16958,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16959,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16960,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
16964,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16965,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16966,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16967,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16968,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16969,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
16971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16973,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16974,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
16975,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16976,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16977,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16978,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16979,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
16983,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16984,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16985,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16986,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16987,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16988,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
16990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16993,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
16994,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16995,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16997,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17002,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17003,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17006,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17007,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
17009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
17011,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
17012,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17013,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17014,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17015,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17016,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17021,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17022,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17023,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17024,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17025,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17026,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
17028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
17030,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
17031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17032,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17033,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17034,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17035,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17036,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
17037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
17038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17039,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
17040,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
17041,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
17042,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
17043,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17044,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17045,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
17046,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
17047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
17048,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
17049,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
17050,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
17051,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
17052,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17053,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17054,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17055,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
17056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
17057,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17058,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
17059,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
17060,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
17061,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
17062,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17063,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17064,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
17065,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
17066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
17067,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
17068,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
17069,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
17070,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
17071,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17072,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17073,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17074,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
17075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
17076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17077,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
17078,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
17079,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
17080,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
17081,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17082,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17083,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
17084,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
17085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
17086,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
17087,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
17088,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
17089,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
17090,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17091,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17092,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17093,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
17094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
17095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17096,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
17097,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
17098,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
17099,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
17100,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17101,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17102,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
17103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
17104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
17105,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
17106,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
17107,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
17108,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
17109,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17110,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17111,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17112,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
17113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
17114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17115,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
17116,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
17117,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
17118,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
17119,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17120,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17121,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
17122,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
17123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
17124,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
17125,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
17126,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
17127,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
17128,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17129,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17130,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17131,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
17132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
17133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17134,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
17135,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
17136,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
17137,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
17138,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17139,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17140,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
17141,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
17142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
17143,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
17144,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
17145,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
17146,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
17147,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17148,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17149,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17150,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
17151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
17152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17153,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
17154,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
17155,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
17156,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
17157,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17158,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17159,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
17160,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
17161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
17162,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
17163,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
17164,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
17165,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
17166,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17167,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17168,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17169,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
17170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
17171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17172,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
17173,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
17174,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
17175,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
17176,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17177,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17178,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
17179,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
17180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
17181,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
17182,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
17183,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
17184,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
17185,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17186,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17187,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17188,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
17189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
17190,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17191,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17192,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17193,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17194,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
17195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
17197,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
17198,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
17199,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
17200,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
17201,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17202,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17203,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
17206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17207,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
17208,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
17209,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
17210,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17211,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17212,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17213,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
17214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
17216,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
17217,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
17218,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
17219,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
17220,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17221,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17222,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
17225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17226,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
17227,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
17228,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
17229,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17230,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17231,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
17233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
17235,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
17236,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
17237,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
17238,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
17239,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17240,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17241,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
17244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17245,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
17246,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
17247,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
17248,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17249,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17250,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
